,clauses,fairness level
857,"['make', 'guarante', 'loss', 'data', 'servic', 'bug', 'free']",1
858,"['ca', 'n', 't', 'ensur', 'user', 'within', 'busi', 'account', 'administr', '15', '1', 'assign', 'transfer', 'right', 'term', 'person', 'includ', 'share', 'password', 'someon', 'els', 'without', 'prior', 'write', 'consent']",1
859,"['choos', 'stop', 'use', 'servic', 'must', 'download', 'data', 'first', 'account', 'closur', 'may', 'wish', 'delet', 'data', 'suspend', 'termin', 'servic', 'breach', 'term', 'someon', 'give', 'access', 'breach', 'term', 'term', 'suspens', 'may', 'wish', 'delet', 'data', 'immedi', 'deni', 'access', 'data', 'keep', 'evidenti', 'purpos']",1
860,"['prohbit', 'run', 'network', 'scan', 'softwar', 'spider', 'spywar', 'robot', 'open', 'relay', 'softwar', 'similar', 'softwar']",1
861,"['prohibit', 'attempt', 'gain', 'unauthoris', 'access', 'servic', 'give', 'express', 'permiss', 'access']",1
862,"['respons', 'someon', 'els', 'gain', 'access', 'comput', 'devic', 'and', 'or', 'mega', 'password', 'and', 'or', 'encrypt', 'key', 'file']",1
863,"['open', 'sourc', 'code', 'use', 'obtain', 'licenc', 'code', 'refer', 'websit', 'via', 'mobil', 'app']",0
864,"['request', 'correct', 'account', 'data', 'consid', 'incorrect']",0
865,"['believ', 'content', 'copi', 'use', 'way', 'constitut', 'copyright', 'infring', 'pleas', 'provid', 'u', 'follow', 'inform']",1
866,"['collect', 'keep', 'usag', 'data', 'consent', 'provid', 'servic', 'support', 'relat', 'servic', 'market', 'product', 'research', 'abl', 'give', 'user', 'promot', 'materi', 'special', 'offer', 'servic']",1
867,"['reserv', 'right', 'remov', 'data', 'alleg', 'infring', 'without', 'prior', 'notic', 'sole', 'discret', 'without', 'liabil']",1
868,"['termin', 'access', 'servic', 'time', 'follow', 'cancel', 'account', 'link', 'account', 'section', 'websit', 'set', 'section', 'mobil', 'app']",0
869,"['think', 'necessari', 'oblig', 'law', 'jurisdict', 'entitl', 'give', 'file', 'chat', 'account', 'data', 'usag', 'data', 'compet', 'author', 'even', 'item', 'encrypt']",1
870,"['may', 'send', 'invoic', 'secur', 'servic', 'updat', 'variou', 'notic', 'email', 'email', 'address', 'list', 'account', 'use', 'chat', 'messag', 'system', 'deem', 'receiv', 'accord', 'term']",0
871,"['base', 'function', 'provid', 'classifi', 'â', 'cookiesâ', 'use', 'includ', 'browser', 'cooki', 'local', 'storag', 'web', 'beacon', 'track', 'url', 'devic', 'identifi', 'follow', 'categori']",1
872,"['track', 'url', 'special', 'format', 'url', 'let', 'u', 'know', 'click', 'help', 'u', 'track', 'thing', 'like', 'particular', 'link', 'email', 'click', 'option', 'webpag', 'choos', 'often']",1
873,"['one', 'concret', 'way', 'commit', 'user', 'privaci', 'honor', 'track', 'â', 'œdntâ', 'browser', 'set', 'thereâ', 's', 'consensu', 'best', 'adopt', 'approach', 'believ', 'honor', 'fundament', 'pro', 'privaci', 'aim', 'dnt', 'standard']",0
874,"['may', 'withdraw', 'consent', 'delet', 'account', 'time', 'set', 'page', 'go', 'set', 'select', 'account', 'within', 'app']",0
875,"['pleas', 'note', 'choos', 'delet', 'account', 'may', 'continu', 'retain', 'certain', 'inform', 'requir', 'law', 'legitim', 'busi', 'purpos']",1
876,"['may', 'share', 'person', 'inform', 'connect', 'negoti', 'concern', 'merger', 'sale', 'compani', 'asset', 'financ', 'acquisit', 'portion', 'busi', 'anoth', 'compani']",1
877,"['reserv', 'right', 'suspend', 'termin', 'access', 'servic', 'without', 'notic']",1
878,"['commun', 'new', 'content', 'product', 'servic', 'featur', 'offer', 'medium', 'provid', 'news', 'inform', 'think', 'interest']",1
879,"['sign', 'medium', 'account', 'may', 'time', 'request', 'export', 'person', 'inform', 'set', 'page', 'go', 'set', 'select', 'account', 'within', 'app']",0
880,"['inform', 'collect', 'includ', 'devic', 'type', 'set', 'hardwar', 'model', 'oper', 'system', 'version', 'log', 'inform', 'includ', 'detail', 'servic', 'use', 'devic', 'event', 'inform', 'devic', 's', 'internet', 'protocol', 'ip', 'address', 'uniqu', 'applic', 'number', 'applic', 'version', 'number', 'uniqu', 'identifi', 'use', 'collect', 'store', 'inform', 'app', 'devic', 'prefer', 'languag', 'app', 'activ', 'set']",1
881,"['app', 'activ', 'inform', 'includ', 'video', 'child', 'watch', 'search', 'term', 'interact', 'content', 'ad', 'app']",1
882,"['may', 'provid', 'individu', 'user', 'inform', 'affili', 'trust', 'busi', 'person', 'process', 'u', 'base', 'instruct', 'complianc', 'privaci', 'polici', 'appropri', 'confidenti', 'secur', 'measur']",1
883,"['noth', 'term', 'give', 'right', 'use', 'twitter', 'name', 'twitter', 'trademark', 'logo', 'domain', 'name']",0
884,"['noth', 'term', 'give', 'right', 'use', 'twitter', 'name', 'twitter', 'trademark', 'logo', 'domain', 'name', 'distinct', 'brand', 'featur']",0
885,"['noth', 'term', 'give', 'right', 'use', 'twitter', 'name', 'twitter', 'trademark', 'logo', 'domain', 'name', 'distinct', 'brand', 'featur', 'proprietari', 'right']",0
886,"['right', 'titl', 'interest', 'servic', 'exclud', 'content', 'provid', 'user', 'remain', 'exclus', 'properti', 'twitter', 'licensor']",1
887,"['feedback', 'comment', 'suggest', 'may', 'provid', 'regard', 'twitter', 'servic', 'entir', 'voluntari']",0
888,"['free', 'use', 'feedback', 'comment', 'suggest', 'see', 'fit', 'without', 'oblig']",0
889,"['may', 'end', 'legal', 'agreement', 'twitter', 'time', 'deactiv', 'account', 'discontinu', 'use', 'servic']",0
890,"['may', 'suspend', 'termin', 'account', 'ceas', 'provid', 'part', 'servic', 'time']",1
891,"['may', 'suspend', 'termin', 'account', 'ceas', 'provid', 'part', 'servic', 'time', 'reason']",1
892,"['may', 'suspend', 'termin', 'account', 'ceas', 'provid', 'part', 'servic', 'time', 'reason', 'includ', 'limit', 'reason', 'believ', 'violat', 'term', 'twitter', 'rule', 'polici', 'periscop', 'commun', 'guidelin']",0
893,"['creat', 'risk', 'possibl', 'legal', 'exposur', 'u']",0
894,"['account', 'remov', 'due', 'unlaw', 'conduct']",0
895,"['account', 'remov', 'due', 'prolong', 'inact']",1
896,"['provis', 'servic', 'longer', 'commerci', 'viabl']",0
897,"['make', 'reason', 'effort', 'notifi', 'email', 'address', 'associ', 'account', 'next', 'time', 'attempt', 'access', 'account']",0
898,"['believ', 'account', 'termin', 'error', 'file', 'appeal', 'follow', 'step', 'find', 'help']",0
899,"['avoid', 'doubt', 'term', 'surviv', 'deactiv', 'termin', 'account']",0
900,"['access', 'use', 'servic', 'content', 'risk']",1
901,"['â', 'œtwitter', 'entitiesâ', 'refer', 'twitter', 'parent', 'affili', 'relat', 'compani', 'offic', 'director', 'employe', 'agent', 'repres', 'partner', 'licensor']",0
902,"['twitter', 'entiti', 'make', 'warranti', 'represent', 'disclaim', 'respons', 'liabil']",0
903,"['may', 'revis', 'term', 'time', 'time', 'chang', 'retroact', 'current', 'version', 'term', 'alway', 'twitter', 'com', 'to', 'govern', 'relationship']",1
904,"['tri', 'notifi', 'materi', 'revis', 'exampl', 'via', 'servic', 'notif', 'email', 'email', 'associ', 'account']",0
905,"['continu', 'access', 'use', 'servic', 'revis', 'becom', 'effect', 'agre', 'bound', 'revis', 'term']",1
906,"['law', 'state', 'california', 'exclud', 'choic', 'law', 'provis', 'govern', 'term', 'disput', 'aris', 'twitter']",0
907,"['disput', 'relat', 'term', 'servic', 'bring', 'sole', 'feder', 'state', 'court', 'locat', 'san', 'francisco', 'counti', 'california', 'unit', 'state']",0
908,"['disput', 'relat', 'term', 'servic', 'bring', 'sole', 'feder', 'state', 'court', 'locat', 'san', 'francisco', 'counti', 'california', 'unit', 'state', 'consent', 'person', 'jurisdict', 'waiv', 'object', 'inconveni', 'forum']",1
909,"['feder', 'state', 'local', 'govern', 'entiti', 'unit', 'state', 'use', 'servic', 'offici', 'capac', 'legal', 'unabl', 'accept', 'control', 'law', 'jurisdict', 'venu', 'claus', 'claus', 'appli']",0
910,"['twitterâ', 's', 'failur', 'enforc', 'right', 'provis', 'term', 'deem', 'waiver', 'right', 'provis']",0
911,"['term', 'agreement', 'twitter', 'inc']",0
912,"['may', 'use', 'servic', 'agre', 'form', 'bind', 'contract', 'twitter', 'person', 'bar', 'receiv', 'servic', 'law', 'applic', 'jurisdict']",0
913,"['case', 'must', 'least', '13', 'year', 'old']",0
914,"['must', 'least', '13', 'year', 'old', 'case', 'periscop', '16', 'year', 'old']",0
915,"['case', 'periscop', '16', 'year', 'old', 'use', 'servic']",0
916,"['accept', 'term', 'use', 'servic', 'behalf', 'compani', 'organ', 'govern', 'legal', 'entiti', 'repres', 'warrant', 'author']",0
917,"['word', 'â', 'œyouâ', 'â', 'œyourâ', 'use', 'term', 'shall', 'refer', 'entiti']",0
918,"['understand', 'use', 'servic', 'consent', 'collect', 'use', 'set', 'forth', 'privaci', 'polici', 'inform', 'includ', 'transfer', 'inform', 'unit', 'state', 'ireland', 'and', 'or', 'countri', 'storag', 'process', 'use', 'twitter', 'affili']",1
919,"['respons', 'use', 'servic', 'content', 'provid', 'includ', 'complianc', 'applic', 'law', 'rule', 'regul']",0
920,"['provid', 'content', 'comfort', 'share', 'other']",0
921,"['use', 'relianc', 'content', 'materi', 'post', 'via', 'servic', 'obtain', 'servic', 'risk']",1
922,"['use', 'inform', 'collect', 'provid', 'oper', 'twitter', 'product', 'servic']",0
923,"['also', 'use', 'inform', 'collect', 'improv', 'person', 'product', 'servic', 'better', 'experi', 'twitt']",1
924,"['show', 'relev', 'content', 'ad', 'suggest', 'peopl', 'topic', 'follow', 'enabl', 'help', 'discov', 'affili', 'third', 'parti', 'app', 'servic']",1
925,"['may', 'use', 'inform', 'collect', 'account', 'servic', 'choos', 'connect', 'twitter', 'account', 'provid', 'featur', 'like', 'cross', 'post', 'cross', 'servic', 'authent']",1
926,"['use', 'contact', 'inform', 'help', 'other', 'find', 'account', 'set', 'permit', 'includ', 'third', 'parti', 'servic', 'client', 'applic']",0
927,"['use', 'contact', 'inform', 'help', 'other', 'find', 'account', 'includ', 'third', 'parti', 'servic', 'client', 'applic']",1
928,"['use', 'inform', 'provid', 'advertis', 'sponsor', 'content', 'servic']",1
929,"['also', 'use', 'inform', 'measur', 'effect', 'ad', 'help', 'recogn', 'devic', 'serv', 'ad', 'twitter']",1
930,"['ad', 'partner', 'also', 'enabl', 'u', 'collect', 'similar', 'inform', 'directli', 'websit', 'app', 'integr', 'advertis', 'technolog']",1
931,"['use', 'inform', 'collect', 'provid', 'safeti', 'secur', 'user']",0
932,"['includ', 'verifi', 'ident', 'authent', 'account', 'defend', 'fraud', 'unauthor', 'use', 'illeg', 'activ']",0
933,"['also', 'use', 'inform', 'evalu', 'affect', 'safeti', 'qualiti', 'content', 'twitter', 'includ', 'investig', 'enforc', 'polici', 'term', 'well', 'applic', 'law']",0
934,"['use', 'inform', 'collect', 'measur', 'analyz', 'effect', 'product', 'servic', 'better', 'understand', 'use', 'order', 'make', 'better']",1
935,"['use', 'inform', 'collect', 'commun', 'product', 'servic', 'includ', 'product', 'updat', 'chang', 'polici', 'term']",0
936,"['use', 'inform', 'share', 'u', 'collect', 'conduct', 'research', 'survey', 'product', 'test', 'troubleshoot', 'help', 'u', 'oper', 'improv', 'product', 'servic']",0
937,"['may', 'use', 'pinterest', 'legal', 'form', 'bind', 'contract', 'pinterest', 'complianc', 'term', 'applic', 'law']",1
938,"['creat', 'pinterest', 'account', 'must', 'provid', 'u', 'accur', 'complet', 'inform']",0
939,"['canâ', 't', 'use', 'pinterest', 'would', 'prohibit', 'u', 's', 'sanction']",0
940,"['use', 'access', 'anyon', 'age', '13', 'allow']",0
941,"['use', 'pinterest', 'may', 'includ', 'download', 'softwar', 'comput', 'phone', 'tablet', 'devic']",0
942,"['agre', 'may', 'automat', 'updat', 'softwar', 'term', 'appli', 'updat']",0
943,"['want', 'use', 'pinterest', 'commerci', 'purpos', 'must', 'creat', 'busi', 'account', 'agre', 'busi', 'term', 'servic']",0
944,"['pinterest', 'allow', 'post', 'content', 'includ', 'photo', 'comment', 'link', 'materi']",0
945,"['retain', 'right', 'sole', 'respons', 'user', 'content', 'post', 'pinterest']",0
946,"['grant', 'pinterest', 'user', 'non', 'exclus', 'royalti', 'free', 'transfer', 'sublicens', 'worldwid', 'licens', 'use', 'store', 'display', 'reproduc', 'save', 'modifi', 'creat', 'deriv', 'work', 'perform', 'distribut', 'user', 'content']",1
947,"['reserv', 'right', 'remov', 'modifi', 'user', 'content', 'chang', 'way', 'itâ', 's', 'use', 'pinterest', 'reason']",1
948,"['follow', 'termin', 'deactiv', 'account', 'remov', 'user', 'content', 'pinterest', 'may', 'keep', 'user', 'content', 'reason', 'period', 'time']",0
949,"['follow', 'termin', 'deactiv', 'account', 'remov', 'user', 'content', 'pinterest', 'may', 'keep', 'user', 'content', 'forev', 'long', 'wish']",1
950,"['choos', 'submit', 'comment', 'idea', 'feedback', 'agre', 'free', 'use', 'without', 'restrict', 'compens']",0
951,"['accept', 'submiss', 'pinterest', 'doesnâ', 't', 'waiv', 'right', 'use', 'similar', 'relat', 'feedback', 'previous', 'know', 'pinterest', 'develop', 'employe', 'obtain', 'sourc']",1
952,"['work', 'protect', 'secur', 'content', 'account', 'pinterest', 'canâ', 't', 'guarante', 'unauthor', 'third', 'parti', 'wonâ', 't', 'abl', 'defeat', 'secur', 'measur']",1
953,"['ask', 'keep', 'password', 'secur', 'pleas', 'notifi', 'u', 'immedi', 'compromis', 'unauthor', 'use', 'account']",0
954,"['pinterest', 'may', 'contain', 'link', 'third', 'parti', 'websit', 'advertis', 'servic', 'special', 'offer', 'event', 'activ', 'own', 'control', 'pinterest']",1
955,"['pinterest', 'may', 'termin', 'suspend', 'right', 'access', 'use', 'pinterest', 'reason', 'appropri', 'notic']",0
956,"['may', 'termin', 'suspend', 'access', 'immedi', 'without', 'notic']",1
957,"['pinterest', 'specif', 'disclaim', 'warranti', 'condit', 'merchant', 'fit', 'particular', 'purpos', 'non', 'infring', 'warranti', 'aris', 'cours', 'deal', 'usag', 'trade']",0
958,"['pinterest', 'take', 'respons', 'assum', 'liabil', 'user', 'content', 'person', 'third', 'parti', 'post', 'send', 'use', 'servic']",0
959,"['disput', 'pinterest', 'agre', 'first', 'contact', 'u', 'tri', 'resolv', 'disput', 'u', 'inform']",0
960,"['access', 'servic', 'ongo', 'basi', 'need', 'creat', 'discord', 'account', 'provid', 'usernam', 'password', 'way', 'contact', 'email', 'address', 'and', 'or', 'phone', 'number']",0
961,"['youâ', 'll', 'also', 'need', 'provid', 'birthday']",1
962,"['respons', 'secur', 'account', 'agre', 'notifi', 'u', 'immedi', 'believ', 'account', 'compromis']",0
963,"['use', 'password', 'must', 'strong', 'strongli', 'recommend', 'use', 'password', 'discord', 'account', 'enabl', 'two', 'factor', 'authent']",0
964,"['must', 'alway', 'provid', 'accur', 'inform', 'discord', 'maintain', 'accuraci', 'inform', 'associ', 'account']",0
965,"['may', 'assum', 'commun', 'weâ', 've', 'receiv', 'account', 'associ', 'contact', 'inform', 'make']",0
966,"['account', 'compromis', 'longer', 'access', 'email', 'account', 'phone', 'number', 'may', 'abl', 'restor', 'access', 'account', 'server', 'youâ', 've', 'creat']",0
967,"['agre', 'licens', 'sell', 'transfer', 'account', 'without', 'prior', 'write', 'approv']",0
968,"['say', 'â', 'œyour', 'contentâ', 'term', 'mean', 'thing', 'add', 'upload', 'post', 'share', 'stream', 'etc', 'servic']",0
969,"['donâ', 't', 'oblig', 'add', 'content', 'servic']",0
970,"['choos', 'add', 'content', 'servic', 'respons', 'ensur', 'right', 'right', 'grant', 'licens', 'section', 'term', 'content', 'law']",0
971,"['take', 'respons', 'content', 'respons', 'othersâ', 'use', 'content']",0
972,"['servic', 'allow', 'user', 'add', 'content', 'number', 'differ', 'way', 'includ', 'via', 'direct', 'messag', 'group', 'direct', 'messag', 'small', 'larg', 'server']",0
973,"['content', 'give', 'u', 'licens', 'use', 'discord']",1
974,"['use', 'servic', 'grant', 'u', 'licenseâ', 'form', 'permissionâ', 'use', 'copi', 'store', 'distribut', 'commun', 'content', 'manner', 'consist', 'use', 'servic']",1
975,"['use', 'servic', 'grant', 'u', 'licenseâ', 'form', 'permissionâ', 'publish', 'publicli', 'perform', 'publicli', 'display', 'content', 'youâ', 've', 'choos', 'make', 'visibl', 'other']",1
976,"['use', 'servic', 'grant', 'u', 'licenseâ', 'form', 'permissionâ', 'monitor', 'modifi', 'translat', 'reformat', 'content']",1
977,"['use', 'servic', 'grant', 'u', 'licenseâ', 'form', 'permissionâ', 'sublicens', 'content', 'allow', 'servic', 'work', 'intend']",1
978,"['reserv', 'right', 'block', 'remov', 'and', 'or', 'perman', 'delet', 'content']",1
979,"['reserv', 'right', 'block', 'remov', 'and', 'or', 'perman', 'delet', 'content', 'breach', 'term']",0
980,"['may', 'use', 'content', 'permit', 'term', 'retain', 'intellectu', 'properti', 'right', 'content']",0
981,"['servic', 'might', 'also', 'provid', 'access', 'peopleâ', 's', 'content', 'may', 'use', 'content', 'without', 'personâ', 's', 'consent', 'allow', 'law']",0
982,"['ou', 'agre', 'liabl', 'harm', 'caus', 'content']",0
983,"['may', 'report', 'content', 'think', 'violat', 'polici']",0
984,"['right', 'oblig', 'review', 'report', 'block', 'remov', 'content', 'discret']",1
985,"['servic', 'may', 'also', 'allow', 'access', 'third', 'parti', 'websit', 'featur', 'app', 'content']",0
986,"['provid', 'access', 'conveni', 'respons', 'content', 'servic', 'avail', 'websit', 'resourc']",0
987,"['servic', 'allow', 'download', 'client', 'softwar']",0
988,"['may', 'copi', 'modifi', 'creat', 'deriv', 'work', 'base', 'upon', 'distribut', 'sell', 'leas', 'sublicens', 'softwar', 'servic']",0
989,"['also', 'may', 'revers', 'engin', 'decompil', 'softwar', 'servic', 'attempt', 'assist', 'anyon', 'unless', 'write', 'consent', 'applic', 'law', 'permit']",0
990,"['understand', 'agre', 'other', 'may', 'oblig', 'edit', 'delet', 'remov', 'without', 'notic', 'content', 'servic', 'reason', 'reason']",1
991,"['reserv', 'right', 'sole', 'discret', 'chang', 'modifi', 'add', 'delet', 'portion', 'agreement', 'time', 'without', 'notic']",1
992,"['compani', 'may', 'termin', 'account', 'delet', 'profil', 'content', 'inform', 'post', 'servic', 'and', 'or', 'prohibit', 'use', 'access', 'servic', 'reason', 'reason', 'time', 'sole', 'discret', 'without', 'notic']",1
993,"['event', 'shall', 'aggreg', 'liabil', 'fandom', 'whether', 'contract', 'warranti', 'tort', 'includ', 'neglig', 'whether', 'activ', 'passiv', 'imput', 'product', 'liabil', 'strict', 'liabil', 'theori', 'aris', 'relat', 'use', 'inabl', 'use', 'servic', 'exceed', 'amount', 'pay', 'access', 'servic', 'twelv', '11', 'month', 'immedi', 'preced', 'date', 'claim', 'one', 'hundr', 'dollar', 'whichev', 'greater']",1
994,"['take', 'step', 'ensur', 'inform', 'treat', 'secur', 'accord', 'privaci', 'polici', 'unfortun', 'system', '100', 'secur', 'ensur', 'warrant', 'secur', 'inform', 'provid', 'u', 'fullest', 'extent', 'permit', 'applic', 'law', 'accept', 'liabil', 'unauthor', 'disclosur']",1
995,"['use', 'person', 'inform', 'provid', 'tailor', 'content', 'advertis', 'includ', 'determin', 'interest', 'select', 'content', 'advertis', 'provid', 'base', 'interest']",1
996,"['involv', 'merger', 'acquisit', 'financ', 'due', 'dilig', 'reorgan', 'bankruptci', 'receivership', 'purchas', 'sale', 'asset', 'transit', 'servic', 'anoth', 'provid', 'inform', 'may', 'sell', 'transfer', 'part', 'transact', 'permit', 'law', 'and', 'or', 'contract']",1
997,"['pleas', 'note', 'respond', 'honor', 'dnt', 'signal', 'similar', 'mechan', 'transmit', 'web', 'browser']",1
998,"['fandom', 'agre', 'caus', 'action', 'aris', 'relat', 'servic', 'must', 'commenc', 'within', 'one', '1', 'year', 'caus', 'action', 'accru', 'otherwis', 'caus', 'action', 'perman', 'bar']",1
999,"['may', 'use', 'googl', 'analyt', 'quantcast', 'comscor', 'servic', 'provid', 'collect', 'process', 'analyt', 'inform', 'servic']",1
1000,"['pixel', 'tag', 'also', 'know', 'web', 'beacon', 'piec', 'code', 'emb', 'servic', 'collect', 'inform', 'engag', 'servic']",1
1001,"['may', 'obtain', 'inform', 'sourc', 'includ', 'third', 'parti', 'servic', 'organ', 'supplement', 'inform', 'provid']",1
1002,"['agre', 'indemnifi', 'defend', 'hold', 'harmless', 'fandom', 'affili', 'compani', 'contractor', 'employe', 'agent', 'third', 'parti', 'supplier', 'licensor', 'partner', 'claim', 'loss', 'damag', 'liabil', 'includ', 'legal', 'fee', 'expens', 'aris', 'use', 'misus', 'servic', 'user', 'content', 'post', 'store', 'otherwis', 'transmit', 'servic', 'violat', 'right', 'third', 'parti', 'violat', 'term', 'use', 'breach', 'represent', 'warranti', 'coven', 'make', 'herein']",1
1003,"['case', 'confirm', '16', 'older', 'applic', 'user', 'locat', 'nbsp', 'california', 'european', 'econom', 'area', 'eea', 'exclud', 'u', 'k', '13', 'older', 'applic', 'user', 'locat', 'rest', 'world', 'includ', 'u', 'k', 'acknowledg', 'servic', 'intend', 'child', 'age', 'applic']",1
1004,"['use', 'servic', 'risk']",1
1005,"['tri', 'give', 'reason', 'notic', 'major', 'chang']",1
1006,"['fullest', 'extent', 'permit', 'applic', 'law', 'law', 'state', 'california', 'without', 'regard', 'principl', 'conflict', 'law', 'govern', 'term', 'use', 'disput', 'sort', 'might', 'aris', 'compani', 'affili']",1
1007,"['post', 'transmit', 'content', 'obscen', 'pornograph', 'abus', 'offens', 'profan', 'otherwis', 'violat', 'law', 'right', 'third', 'parti', 'content', 'contain', 'homophobia', 'transphobia', 'ethnic', 'slur', 'religi', 'intoler', 'encourag', 'crimin', 'conduct']",0
1008,"['inform', 'provid', 'u', 'account', 'creation', 'creat', 'account', 'servic', 'order', 'becom', 'regist', 'user', 'collect', 'inform', 'usernam', 'password', 'valid', 'email', 'address', 'date', 'birth', 'may', 'option', 'provid', 'u', 'addit', 'inform', 'includ', 'first', 'last', 'name', 'gender', 'interest', 'hobbi']",0
1009,"['privaci', 'polici', 'explain', 'purpos', 'data', 'collect', 'way', 'process', 'use', 'share']",0
1010,"['brows', 'activ', 'may', 'track', 'across', 'differ', 'websit', 'differ', 'devic', 'app', 'exampl', 'may', 'attempt', 'match', 'brows', 'activ', 'mobil', 'devic', 'brows', 'activ', 'laptop']",1
1011,"['may', 'revis', 'privaci', 'polici', 'time', 'time', 'sole', 'discret', 'materi', 'chang', 'privaci', 'polici', 'notifi', 'requir', 'applic', 'law']",1
1012,"['final', 'irrevoc', 'waiv', 'caus', 'waiv', 'fandango', 'user', 'claim', 'assert', 'moral', 'right', 'attribut', 'respect', 'user', 'materi']",1
1013,"['sole', 'absolut', 'discret', 'without', 'notic', 'fandango', 'may', 'suspend', 'termin', 'use', 'access', 'servic', 'termin', 'account', 'and', 'or', 'remov', 'discard', 'anyth', 'transmit', 'inform', 'store', 'sent', 'receiv', 'via', 'servic', 'without', 'prior', 'notic', 'reason', 'includ', 'limit', 'concurr', 'access', 'servic', 'ident', 'user', 'identif', 'ii', 'permit', 'anoth', 'person', 'entiti', 'use', 'user', 'identif', 'access', 'servic', 'iii', 'unauthor', 'access', 'use', 'servic', 'iv', 'violat', 'term', 'v', 'tamper', 'alter', 'softwar', 'and', 'or', 'data', 'file', 'contain', 'access', 'servic', 'vi', 'failur', 'use', 'servic', 'regular', 'basi', 'vii', 'abus', 'decept', 'fraudul', 'behavior']",1
1014,"['certain', 'third', 'parti', 'may', 'place', 'cooki', 'devic', 'use', 'recogn', 'devic', 'visit', 'servic', 'visit', 'websit', 'servic', 'third', 'parti', 'collect', 'use', 'inform', 'pursuant', 'privaci', 'polici', 'third', 'parti', 'cooki', 'enabl', 'certain', 'featur', 'function', 'advertis', 'provid', 'servic']",1
1015,"['biometr', 'identifi', 'exampl', 'facial', 'scan', 'fingerprint', 'provid', 'servic', 'person', 'experi', 'provid', 'seamless', 'experi', 'across', 'platform', 'devic', 'protect', 'user', 'servic', 'properti', 'audio', 'video', 'exampl', 'audio', 'record', 'custom', 'servic', 'call', 'secur', 'video', 'footag', 'visit', 'one', 'properti']",1
1016,"['like', 'mani', 'ecommerc', 'compani', 'provid', 'inform', 'includ', 'interest', 'activ', 'site', 'devic', 'identifi', 'third', 'parti', 'order', 'improv', 'market', 'messag', 'receiv', 'enhanc', 'data', 'advertis', 'market', 'purpos', 'receiv', 'benefit', 'data', 'share', 'california', 'jurisdict', 'may', 'treat', 'sale', 'person', 'inform', 'would', 'like', 'opt', 'pleas', 'fill', 'webform']",1
1017,"['creat', 'updat', 'profil', 'audienc', 'segment', 'use', 'analyt', 'interest', 'base', 'advertis', 'market', 'servic', 'televis', 'third', 'parti', 'servic', 'platform', 'mobil', 'app', 'and', 'or', 'websit', 'connect', 'devic', 'offlin', 'use', 'infer', 'prefer', 'interest', 'purpos']",1
1018,"['advertis', 'advertis', 'network', 'third', 'parti', 'may', 'share', 'inform', 'use', 'servic', 'interact', 'content', 'ad', 'well', 'tailor', 'servic', 'product', 'market', 'advertis', 'servic', 'third', 'parti', 'platform']",1
1019,"['keep', 'inform', 'long', 'necessari', 'fulfil', 'purpos', 'describ', 'unless', 'longer', 'retent', 'requir', 'permit', 'law', 'may', 'delet', 'de', 'identifi', 'inform', 'sooner', 'receiv', 'verifi', 'delet', 'request', 'subject', 'exempt', 'applic', 'law', 'retent', 'period', 'appli', 'inform', 'may', 'vari', 'depend', 'servic', 'use', 'interact']",1
1020,"['quot', 'regard', 'inform', 'collect', 'inform', 'provid', 'u', 'categori', 'person', 'inform', 'collect', 'purpos', 'use', 'contact', 'inform', 'account', 'registr', 'for', 'exampl', 'name', 'email', 'postal', 'address', 'telephon', 'number', 'account', 'user', 'name', 'password', 'busi', 'contact', 'inform', 'inform', 'may', 'provid', 'u', 'event', 'person']",1
1021,"['herebi', 'irrevoc', 'grant', 'fandango', 'affili', 'licens', 'world', 'wide', 'perpetu', 'non', 'exclus', 'royalti', 'free', 'assign', 'sublicens', 'transfer', 'right', 'use', 'includ', 'limit', 'right', 'copi', 'publicli', 'perform', 'display', 'reproduc', 'distribut', 'modifi', 'translat', 'remov', 'analyz', 'commerci', 'prepar', 'deriv', 'work', 'user', 'materi', 'purpos']",1
1022,"['connect', 'usag', 'exampl', 'domain', 'name', 'brows', 'activ', 'scroll', 'keystrok', 'activ', 'theater', 'search', 'locat', 'search', 'movi', 'search', 'show', 'view', 'movi', 'trailer', 'advertis', 'view', 'form', 'field', 'complet', 'partial', 'complet', 'search', 'term', 'whether', 'open', 'email', 'content', 'view', 'durat', 'qualiti', 'servic', 'interact', 'content', 'log', 'similar', 'inform']",1
1023,"['includ', 'add', 'combin', 'inform', 'obtain', 'third', 'parti', 'match', 'interest', 'across', 'devic', 'may', 'use', 'third', 'parti', 'market', 'advertis', 'servic', 'televis', 'third', 'parti', 'servic', 'platform', 'mobil', 'app', 'and', 'or', 'websit', 'connect', 'devic', 'offlin']",1
1024,"['instanc', 'enter', 'contest', 'promot', 'sweepstak', 'sponsor', 'third', 'parti', 'may', 'share', 'inform', 'provid', 'entri', 'sponsor', 'depend', 'partnership', 'may', 'share', 'certain', 'inform', 'includ', 'contact', 'inform', 'direct', 'identif', 'demograph', 'inform', 'transact', 'inform', 'user', 'gener', 'content', 'provid', 'research', 'feedback', 'devic', 'inform', 'identifi', 'connect', 'usag', 'inform', 'public', 'commerci', 'inform', 'social', 'medium', 'inform']",1
1025,"['enabl', 'purpos', 'may', 'share', 'certain', 'demograph', 'inform', 'user', 'gener', 'content', 'devic', 'inform', 'identifi', 'connect', 'usag', 'data', 'geoloc', 'data', 'public', 'commerci', 'inform', 'social', 'medium', 'inform']",1
